node1,node2,flow,AFRC,class
420,33771,-0.1428836535232674,-9,1
184,194,-0.0549884585769317,-51,1
421,1356,0.2641323346677967,-57,1
422,2964,0.5100558659217878,-19,1
423,6016,-0.1468578226473468,-45,1
239,424,0.0211953979624122,-81,1
28,1864,-0.0062618407004879,-224,1
425,8860,-0.0138141892082555,-71,1
426,27157,0.3520129012060298,-20,1
427,18316,0.0092213025007664,-23,1
428,42176,-0.6461080356107981,-50,1
107,3225,-0.0063062879906006,-130,1
429,4453,0.2544708296687188,-32,1
20,529,0.0105245980865506,-152,1
430,109008,0.3420993397358943,-28,1
192,255,-0.0694089113580478,-50,1
432,1275,0.1742069761789013,-40,1
433,109009,-0.7768295836565813,-35,1
434,28397,0.0074520112067045,1,0
62,102,-0.1247017077634039,-15,1
435,1943,0.0602181299735581,-19,1
8,2365,-0.0247991467498312,-182,1
436,9797,-0.0080486110816404,3,0
254,373,-0.9490586932447398,-15,1
233,17900,-0.0156599521837222,-83,1
437,1170,-0.4205026675214068,-26,1
438,27674,0.7421602787456446,-21,1
439,456,0.0489497541977909,-64,1
440,2833,-0.2079280840463555,-29,1
114,1679,-0.003126854472273,-24,1
35,441,-0.0840578812789452,-285,1
393,442,-0.2119540108504824,-21,1
443,57371,-0.1630055342699021,-16,1
444,21768,0.4528907922912205,-57,1
9,526,0.0179278256607254,-87,1
170,109010,-0.9289617486338798,-20,1
445,109011,-1.0,-8,1
401,672,-0.1868351063829787,-158,1
264,1638,0.0879605489217374,-98,1
446,109012,0.1505874591038085,-36,1
447,109013,0.2045233463035019,-14,1
448,1514,-0.086162078832274,-70,1
35,1786,0.0125813514080916,-297,1
138,3589,0.0294988369634172,-139,1
56,78,0.0097905528076518,-32,1
35,449,0.0125363644543082,-293,1
450,45794,-0.0415034147399067,-19,1
18,109014,0.0626923943238981,-44,1
2,318,-0.114705026223294,-98,1
451,1162,0.0787416167993843,-32,1
452,84106,0.7035472972972973,-7,1
453,109015,-0.4394163528778913,-72,1
339,454,0.0839450659234963,-52,1
455,526,0.187791207243356,-56,1
138,456,0.0292521322337351,-183,1
9,91,-0.0324269417096421,-135,1
457,109001,-0.3949305679188178,-52,1
458,108961,0.2031341996529858,-24,1
130,1216,-0.294452347083926,-58,1
35,25728,0.0124163992442191,-293,1
21,17084,0.0445750013474909,-93,1
459,490,-0.1007931665649786,-72,1
460,3326,0.4283737024221453,-10,1
461,1459,0.380242709970316,-49,1
325,462,0.0021547122941607,-179,1
239,463,-0.0224974922285473,-44,1
464,543,-0.2263436843829314,9,0
465,26916,-0.6182228915662651,-8,1
466,91300,-0.7383093525179856,-20,1
57,101,-0.095857053458142,-78,1
28,325,-0.0367971210076473,-336,1
119,25633,0.0634316770186335,-141,1
413,48475,-0.0136088221819284,-33,1
467,1177,0.168212739641311,-69,1
75,110,-0.0812182741116751,-56,1
7,11901,-0.0023744917920471,-28,1
126,468,-0.0777331417528711,-41,1
137,469,-0.1154665530464422,-53,1
470,19769,-0.0625118986922112,-49,1
471,11529,-0.1813168716534765,-26,1
472,782,-0.1586463223787167,-86,1
35,473,-0.0150365027917994,-319,1
474,109016,-0.76997441000853,-24,1
170,475,-0.0402843058580763,-38,1
125,69811,0.0975609756097561,-82,1
476,15989,0.1837040678579492,-146,1
11,4993,0.0410812461820403,-40,1
477,6335,-0.0027406975483914,-57,1
446,478,0.0532118037654919,-31,1
479,109017,-0.188379661930737,-42,1
480,5675,0.5586213164763588,-16,1
481,1222,0.142474553147538,-110,1
144,1261,-0.1371919441475103,-69,1
482,27068,0.1624190938511326,-81,1
484,36374,0.0964024657900261,-10,1
250,724,0.0765876621819862,-138,1
485,6939,0.003714731671232,-47,1
486,99653,-0.2731010056289924,-25,1
487,8888,0.3994008986520219,-43,1
326,488,0.1372759216246799,3,0
489,9797,-0.1137332954222348,-26,1
490,109019,-0.7636126364314284,-60,1
10,1184,-0.0584743899758188,-82,1
35,491,0.0119665297063851,-303,1
34,45365,-0.025725605270319,-66,1
60,202,0.2141702586206896,-16,1
172,652,-0.1188520715393785,-138,1
492,563,-0.0734004247068599,-95,1
115,6341,-0.0512360696594325,-24,1
493,6764,-0.2004663056558363,-43,1
494,514,0.1273540943566011,-124,1
495,6592,0.2093700370566437,-24,1
28,2638,0.0157024299958206,-230,1
142,5481,0.0682564146514632,-30,1
467,496,-0.257120247903658,-68,1
138,497,0.0277366603228307,-137,1
1,64068,0.0442069741282339,-49,1
498,3463,0.0645227355302214,-67,1
499,6748,0.3666271471803117,-25,1
469,39197,-0.3010233141086742,-55,1
500,18117,-0.1423238055003472,-13,1
299,501,0.0311432430285214,-119,1
502,51812,0.5621261674550303,-38,1
24,219,0.0099467637993835,-108,1
306,95429,-0.6406653679152576,-35,1
32,1063,-0.0256915336081932,-15,1
503,3080,0.0533067265691653,-68,1
129,10024,0.0599490780032404,-124,1
120,945,0.1249103045473508,-46,1
329,572,-0.2690927428597625,-8,1
75,876,-0.1279261457303,-52,1
485,3327,-0.0027371907021206,-53,1
229,20822,-0.0428003505247184,-24,1
504,109020,-0.0184108736521382,-11,1
