node1,node2,flow,degree,class
58,1371,0.0622568093385214,281,0
58,5474,0.4357976653696498,240,0
59,1290,0.01171875,232,0
59,5302,0.06640625,234,0
60,78,0.00390625,317,0
60,111,0.015625,299,0
60,126,0.01953125,316,0
60,293,0.01171875,257,0
60,352,0.0078125,277,0
60,399,0.00390625,294,0
60,443,0.00390625,310,0
60,572,0.00390625,305,0
60,626,0.01953125,268,0
60,749,0.0078125,312,0
60,750,0.00390625,307,0
60,1327,0.0156401994163424,316,0
60,1330,0.01171875,293,0
60,1332,0.00390625,314,0
60,1498,0.01171875,258,0
60,1499,0.01953125,275,0
60,1501,0.0390625,323,0
60,1591,0.00390625,267,0
60,1620,0.02734375,325,0
60,1828,0.0079033430232558,306,0
60,1897,0.01171875,252,0
60,1922,0.01953125,301,0
60,1973,0.015625,313,0
60,2424,0.00390625,286,0
60,2498,0.01171875,263,0
60,2639,0.00390625,327,0
60,2692,0.01953125,328,0
60,2697,0.0078125,280,0
60,2739,0.00390625,309,0
60,2743,0.015625,316,0
60,2749,0.01171875,321,0
60,2752,0.00390625,328,0
60,3145,0.0039214494163424,316,0
60,3147,0.01953125,294,0
60,3148,-0.0117953431372549,305,0
60,3386,0.0078125,292,0
60,3387,0.01953125,281,0
60,3631,0.00390625,324,0
60,3859,0.01171875,317,0
60,3861,0.0234375,289,0
60,3862,0.01171875,308,0
60,3863,0.01171875,304,0
60,3866,0.011688112745098,301,0
60,3872,0.0078427810077519,303,0
60,3873,0.0078125,320,0
60,4108,0.00390625,291,0
60,4113,0.015625,290,0
60,4115,0.0234375,310,0
60,4134,1.5199416342412396e-05,315,0
60,5737,0.0077509842519685,326,0
60,5738,0.00390625,285,0
60,5746,0.0078125,294,0
60,5747,0.0078125,287,0
60,5750,0.00390625,298,0
60,5754,0.01953125,303,0
60,5755,0.0039668120155038,328,0
60,5757,0.01171875,304,0
60,5759,0.01171875,278,0
60,5760,0.015625,254,0
60,5763,0.015625,299,0
60,5764,0.01171875,279,0
60,5765,0.015625,322,0
60,5768,0.02734375,248,0
60,5769,0.015625,279,0
60,5770,0.00390625,304,0
60,6204,0.0078125,253,0
60,6205,0.0234375,257,0
60,6206,0.0078125,267,0
60,6208,0.01171875,293,0
60,6210,0.02734375,333,0
60,6212,0.00390625,264,0
60,6217,0.01953125,308,0
60,6218,0.00390625,281,0
60,6233,0.00390625,270,0
60,6242,0.00390625,296,0
60,6244,0.00390625,280,0
60,6245,0.00390625,316,0
