node1,node2,flow
52259,31405,1.0
25978,2974,1.0
39667,82843,1.0
16779,7734,1.0
16780,3585,1.0
45141,8241,1.0
52260,97936,1.0
37488,74316,1.0
25976,2870,1.0
39140,82225,1.0
29682,10435,1.0
16781,21248,1.0
52261,28594,1.0
16785,61161,1.0
25977,3401,1.0
36513,19140,1.0
36512,9856,1.0
52263,97939,1.0
32681,72775,1.0
41330,3814,1.0
16613,55585,1.0
45136,89206,1.0
37467,80406,1.0
48818,93787,1.0
41340,84774,1.0
41339,36997,1.0
48816,93786,1.0
52176,97859,1.0
48815,1007,1.0
52178,97860,1.0
52179,27202,1.0
52180,67890,1.0
35053,77762,1.0
36544,79406,1.0
16439,12556,1.0
42744,74017,1.0
16443,60917,1.0
48814,2737,1.0
42745,86515,1.0
48813,93780,1.0
48812,48811,1.0
48819,10770,1.0
6317,962,1.0
29784,32114,1.0
29785,18843,1.0
48826,25479,1.0
36546,79409,1.0
36545,18457,1.0
48825,24677,1.0
32607,50062,1.0
44738,44741,1.0
16422,20879,1.0
35467,5254,1.0
6323,55238,1.0
32608,359,1.0
29787,29754,1.0
32609,12272,1.0
48823,93792,1.0
29786,25539,1.0
48822,93791,1.0
16427,7774,1.0
25956,68637,1.0
32612,3551,1.0
32613,45643,1.0
52181,18338,1.0
52184,97864,1.0
48800,23574,1.0
48798,56373,1.0
32617,24308,1.0
48796,23556,1.0
48795,74665,1.0
48794,52028,1.0
16477,55544,1.0
16478,60946,1.0
29776,41026,1.0
48792,37573,1.0
29774,72282,1.0
39978,47669,1.0
48790,13265,1.0
16492,8013,1.0
37470,2174,1.0
32622,75196,1.0
16493,60954,1.0
16467,33098,1.0
48801,31519,1.0
52182,70526,1.0
16465,1690,1.0
48811,71452,1.0
48810,34659,1.0
25153,67942,1.0
42746,51070,1.0
16454,13703,1.0
6308,8803,1.0
52183,24863,1.0
34690,17765,1.0
25152,67941,1.0
48808,93759,1.0
29781,27571,1.0
36540,15414,1.0
48804,6432,1.0
48803,93757,1.0
48802,93756,1.0
32615,75192,1.0
39114,24033,1.0
16418,28152,1.0
48827,93797,1.0
16494,33190,1.0
42736,71441,1.0
52169,48328,1.0
39672,56807,1.0
37460,5677,1.0
52170,97843,1.0
44739,10428,1.0
26982,8264,1.0
48844,22922,1.0
48843,39854,1.0
37461,38986,1.0
52175,30319,1.0
6359,6560,1.0
32592,75167,1.0
34692,5548,1.0
16380,2180,1.0
41344,84782,1.0
48841,15871,1.0
48840,40848,1.0
16382,22457,1.0
48847,93812,1.0
35050,47903,1.0
52167,97841,1.0
48848,76890,1.0
16351,60843,1.0
39109,50119,1.0
16356,45974,1.0
35049,4288,1.0
34695,72591,1.0
48854,48298,1.0
39110,42293,1.0
29805,1458,1.0
36551,75046,1.0
48852,875,1.0
48851,19251,1.0
48850,616,1.0
32588,66369,1.0
45122,3699,1.0
44276,88207,1.0
29801,72302,1.0
44741,88759,1.0
52172,72245,1.0
36548,79414,1.0
29796,64217,1.0
42739,13876,1.0
48832,93803,1.0
16403,19387,1.0
16404,2947,1.0
48831,93801,1.0
41341,84775,1.0
37464,9977,1.0
48830,32659,1.0
16405,60890,1.0
36547,79411,1.0
42740,49420,1.0
16412,60892,1.0
48829,34674,1.0
32601,75179,1.0
16413,6449,1.0
16416,114,1.0
32602,75180,1.0
48828,93798,1.0
37463,7499,1.0
48834,31020,1.0
39671,33654,1.0
25953,68636,1.0
35051,77760,1.0
29794,32128,1.0
6351,55247,1.0
